hospital,rating,review_text,datetime
Aster_Hospital_Mankhool,5.0,"I would like to express my heartfelt appreciation to Aster Hospital for the excellent care and service I received during my surgery and recovery.

A special thank you to my surgery doctor for the professionalism, expertise, and compassion shown throughout the entire process. You made me feel safe and well taken care of every step of the way. 🙏🏻

To all the nurses and staff, thank you so much for your kindness, patience, and dedication. Your constant care and warm smiles made a huge difference in my healing journey. ❤️

The whole experience at Aster Hospital was smooth, convenient, and comforting — truly a place where patients are treated with respect, care, and genuine concern.

I’m beyond grateful and blessed for the outstanding service I received. Highly recommended! 😇💖",3 weeks ago
Aster_Hospital_Mankhool,5.0,"I had such a pleasant experience with Dr Sneha and follow up with Dr Jyoti at Aster Hospital Mankhool.
Thanks to Ms. Vanisha, from the moment I arrived, she was super friendly, kind, and genuinely helpful. She made the whole process smooth and stress-free.",a week ago
Aster_Hospital_Mankhool,1.0,"Date of Visit: 15 July 2025 - Review of Aster Hospital Emergency Services - RATE 1 - 10
Patient ID: 900631438

I would like to share my recent and disappointing experience at Aster Hospital’s Emergency Department in the Mankhool branch.

We arrived at the emergency reception around 5:30 PM, and although it was clearly an emergency (I was in severe abdominal pain), we were only attended to around 5:50 PM—a 20-minute wait despite being in obvious distress. This delay was unacceptable in an emergency setting, especially when patients are supposed to receive immediate attention.

Once I was finally placed on a bed, the doctor examined me, administered a pain reliever, and recommended further tests, including a CT scan of the abdomen and pelvis, an IV drip, and blood tests. Despite these steps, I felt neglected throughout the evening. I vomited severely at 11:45 PM and requested to be admitted to a room to rest more comfortably, but that also took a long time. It wasn’t until around 4:00 AM that the CT scan was done, after which I begged again for a room, and was finally moved to Room 406—only after vomiting again.

I must commend one compassionate nurse in the room who truly showed care, his name, Allwin Jeffry - unlike the staff in the emergency room, who lacked empathy and made me feel like a burden instead of a patient in need.

Later in the morning, I requested to be discharged so I could travel to Jordan for treatment with my longtime doctor. I asked for my medical release at 8:30 AM, but even this simple request took an unreasonable amount of time. Although we settled the AED 200 excess payment quickly, the staff delayed my discharge by claiming the printer wasn’t working and insisted I stay in the room—despite everything being settled and my ID already returned.

One male staff member in pink uniform even acted rudely, which made the situation worse. I told him that I was not a prisoner to be held unnecessarily. My driver had to rush through the stairs with proof of payment to ensure I wouldn’t miss my 2 PM flight to Jordan all because of the inefficient discharge process. please review your camera, and he must be given extra seminar on how to handle customer care! this is must for him!

This experience was not only physically painful but also emotionally exhausting!!! I am deeply disappointed by the lack of urgency, care, and compassion shown in the emergency department. Aster Hospital is a large and reputable name, yet this experience was far from what a patient should expect in an emergency medical facility!

I sincerely hope the hospital takes this feedback seriously and works to improve its emergency protocols, discharge procedures, and staff attitude toward patients in pain. No one should have to suffer in such a way while seeking help in a hospital.

Unfortunately, I will not return to this hospital again. Please, train your staff to treat every patient with respect, care, and urgency especially those in critical conditions.",3 months ago
Aster_Hospital_Mankhool,5.0,"Aster hospital mankhool
First time my visit in Aster mankhool for choosing for my wife delivery - We selected Dr Ayesha  Salam GyNo Docter  Done great effort  work on her duty on delivery time . Masha Allah i have  blessed with baby girl ,and special thanks to Labour Room all nurses and duty Doctor  . But the room was soo congested  feelings 2nd bed was soo big and its not deep attachment to the wall of room , Room cleaning facilities is good ,  Some staff in Billing section not friendly.",a week ago
Aster_Hospital_Mankhool,5.0,I ve been consulting with Aster clinics and hospitals throughout my pregnancy. Dr. Maya(the gynaecologist) is amazing and clear with the patients. Her prompt actions led to a safe delivery and recovery journey.,4 days ago
Aster_Hospital_Mankhool,5.0,"Overall very good service in regards with nurses , doctors are very helpful and hospitality was also good.

We had a very smooth procedure as we came for our treatment only food was okay , but rest good.",a week ago
Aster_Hospital_Mankhool,5.0,"Thank you for the wonderful service in OBGYN Dept. From the beginning I found my diagnosis she explained to me everything that why I feel comfortable to do the Surgery until I finished the Surgery, Dr. Maya Sreekumari is my Doctor. The Nurse Ms. Betsy is guide me for everything I need and what will I do,she managed very well even she is busy with other patient during my follow up check-up. And Ms. Rani from Customer service is serving me with a smile and respect. Keep it up and God bless 🙏😍",6 months ago
Aster_Hospital_Mankhool,5.0,"dr sachin did a excellent service  throughout my visit and iambus feeling good now.
staff manju takecareof my visit and followup withstand my approvas and did god job too
thanks and lot cardiopulmonary dept from aster mankhool",2 weeks ago
Aster_Hospital_Mankhool,5.0,Honestly amazing care and kindness I have received.  Very polite and approachable staff in reception Ms Cinol . Also thanked to my Dr. Bharat ENT,a week ago
Aster_Hospital_Mankhool,5.0,"I gave birth to our daughter on the 22nd August at the hospital and had the amazing experience in the labor room, I have to mention Nurse Asha and Nurse Jenifer who assisted me and took care of me also the Nurse who attended me while my delivery, Also I want to thank Doctor Reethu for being my gynecologist for the most amazing moment of our lives ❤️🧿
The hospital is extremely clean and neat except the food service is not that good. But overall I had a wonderful experience and really thankful for the nurses doctors the cleaning staff for excellent supportive service they gave us throughout the whole process.",3 weeks ago
Aster_Hospital_Mankhool,5.0,"I had an excellent experience at Aster Hospital Mankhool. The hospital is well-maintained, with a clean and welcoming atmosphere. The staff are highly professional and attentive. Special thanks to Dr. Alexis and Dr. Balakrishna, who were very experienced and took the time to thoroughly explain my condition, making me feel informed and reassured. From the skilled receptionist,nurses and X-ray technicians to the knowledgeable pharmacists, everyone provided exceptional care. I highly recommend Aster Hospital Mankhool for its professional and compassionate healthcare services.",3 weeks ago
Aster_Hospital_Mankhool,3.0,"We came here fo the blue light phototherapy for our daugther.  It took us almost 1 hour waiting in emergency to get admitted.

When we get to the room, No doctor came to explain about the procedure. Even the nurse didnt explain. I had to ask about the procedure and the risks.

Night duty nurse is very rough handling our baby started on 20th night room 504. Everytime she touches my daugther changing diapers, feeding, our baby cries wild. Shes very rough. Me and my wife getting anxious watching her. This particular nurse doesnt even talk. Which is very weird for a nurse.  Other shift nurse were so gentle and accomodating.

October 21st night. The same night duty nurse came. I told her clearly to handle my baby gently.  That was around 10-11pm...  and that was the last time she came to the room. Nobody - no nurse came to our room to check with my daugther and monitor the phototherapy session. Until 4:35am, if i didnt push this red button she didnt came. Which i find it very unprofessional. Between 11pm - 4am the nurse was only sleeping on the counter. Check CCTV. Very disappointing.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"I was admitted in cardiac icu, I got very good service from the whole staff. Dr naveed Ahmed was provided me a good treatment. Staff nurses jency and dhanya was very much helpful during my stay.
Thank you so much for the care.",a week ago
Aster_Hospital_Mankhool,1.0,"I want to share my experience at this hospital,it's really not bad but it's the worst ,i advise the doctors to learn more and go to the school again and for the price it's toooo much expencive,i came to him for check my pimpel it's shown on my chest ,they send me to the operation and directly tell that it need surgery directly ,when i heard that i didn't believe him so for that i went to another hospital and there the doctor just give me one injection and medicin and now i'm good.so please do not do anything just for money .",a week ago
Aster_Hospital_Mankhool,5.0,"Overall had a good experience with Aster team and doctors.Special mention to Miss Rhea for helping out at the counter. If insurance waiting time is reduced , would have been better.",a week ago
Aster_Hospital_Mankhool,5.0,Well deserving aster hospital the five star. All the staffs are well managing. Also really am happy With Dr. Barath explained well about my condition. Appreciate ms Cinol to serve best service,a week ago
Aster_Hospital_Mankhool,5.0,"Thanks to all the Aster ICU sisters, brothers and doctors for taking such good care of my father. They all have been so selfless and caring always. Thanks to Doctor Gireesh (Gastroenterology) and Sachin (Cardiologist) for being a life savior for my father.",Edited a week ago
Aster_Hospital_Mankhool,1.0,"I had an appointment scheduled today at 1:40 PM, and I have been waiting at the hospital since 2:00 PM. However, until 4.00pm, no one has called me or informed me about the delay.

I understand that unexpected situations can occur, but patients should be updated about any significant waiting times. This lack of communication has caused me considerable inconvenience.

Please look into this matter and ensure better coordination and communication in the future.

Thank you for your attention.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"I would like to express my deepest gratitude to the entire ICU team at Aster Hospital Mankhool. From the very first moment, they treated me not just as a patient, but as a human being who needed care, comfort, and hope.

A very special thanks goes to Dr. Neeraj and his dedicated team, and especially to the nurse Vishnu. Their professionalism, compassion, and tireless efforts went far beyond my expectations. They worked day and night to stabilize my condition and managed to bring my sodium level back to normal from a dangerously low 110—a level that could have cost me my life.

What touched me most is that they never once made me feel alone. Every word of reassurance, every attentive gesture, and every careful step they took gave me strength and courage to fight through my illness.

I will always carry in my heart the kindness and dedication of this wonderful team. They are true heroes in every sense, and anyone under their care can feel safe, valued, and loved.

Thank you, from the bottom of my heart. 🙏 (Thanks Aster Hospital - Mankhool - ICU Team)",2 months ago
Aster_Hospital_Mankhool,5.0,"It was a amazing experience in Aster Hospital .  The Doctors and Nurses will give us extra care and support. And Specially in the Receptionist in Counter 8, Cinol..She give us a super guidance and support in the visit.

Thank you all.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"Good Service  and quality  facilities and  all staff good and  nurse , specially to all Doctors   Taking care  for  successful General operation of my wife . Very satisfied and  Good  will come every time and recommend to all my family and friends . Godbless all",2 weeks ago
Aster_Hospital_Mankhool,5.0,"I just want to thanks a lot for this people who really gave us full attention,  It was  the second time my wife got admitted  in this hospital and no doubt we were 100% satisfied with the service,  from the facilities, Equipments, the Food, and the people who really take care of  us. Special mention to (Samshadth,Roshni,Sajna, stephy, And also to doctor Aysha)
Highly recommend nurses, as well as the hospital.  Gracias❤️❤️",a week ago
Aster_Hospital_Mankhool,5.0,"Promoting professional growth ,enhancing teamwork,and improving patient care by addressing both strengths and areas for improvement it was my first experience in aster mankhool all the nurses they really good and thank u ☺️ miss chetana Leaity all the team I really appreciate from my heart ❤️",a week ago
Aster_Hospital_Mankhool,5.0,Dr Debabrate and all the cardiology and his nurse sister Greeshama are of of the best I have ever dealt with in any hospital in Dubai they are an asset to aster . God bless both of them . Sharon pinto,a week ago
Aster_Hospital_Mankhool,5.0,Had a Mri done today .The technicians and the staff of the Mri/radiology dept were extremely helpful .The staff helped calm me down during the MRI procedure ..without his assistance it would not have been possible for me to complete the scan. Very grateful 🙏🏼,4 days ago
Aster_Hospital_Mankhool,5.0,"Thank you Rajkumar. He did my surgery's am in followup visit with him . All services aree good. Thank you sister namitha forhelp and staff Cinol in reception very approachable
approachable",a week ago
Aster_Hospital_Mankhool,5.0,"I had a great experience — everything was incredibly fast, smooth, and well-organized. The staff were professional and caring, making the entire process comfortable and efficient. I highly recommend this hospital for their excellent service and patient care.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"Extremely happy after my visit all staffs are very attentive and patient friendly. Thank you Dr. Arif ,Ms jyothy duty manager and Ms cinol and Ms jubinsha I truly appreciate the dedication to patient care",a month ago
Aster_Hospital_Mankhool,1.0,"I ALMOST DIED IN THIS HOSPITAL, LITERALLY!! No sugar coat comment.

1. WORST EMERGENCY
2. LIFE AND DEATH PROCEDURE
3. CROWDED / NO ROOM AVAILABLE
4. I POLITELY ASK DR.MAYA SREEKU WHY, BUT SHE IS RUDE.

WORST EMERGENCY:
- I was instructed to go direct at Emergency because my baby is dead for 1 week inside my tummy. But It took us 10 hours of waiting inside the emergency to be admitted and start the procedure. Yes, 10hours in the EMERGENCY. TOO MANY PEOPLE COMPLAINS!

THE LIFE AND DEATH PROCEDURE
- I came for D&C procedure. But Dr. Maya Sreeku procedure didn't analyze the situation that contributed to Drained and weaken my Uterus.
- They said it should be out from my body, 1 day. but their procedure took 3 more days
- I NATURALLY gave birth to a dead baby.
- 3 medications inserted thru my vagina.
- 1 induced labor without anesthesia.
- 3 injections on my butt to contract
- No proper food and water for 4 DAYS!!
- with 9 HOURS of PROLONGED LABOR
- MY UTERUS is already WEAK&SOFT and nobody is aware and pay attention
- I was bleeding very very very hard
- They sent me to Operation Theatre
- MY Placenta position is lower and already risk
- But DR. MAYA Sreeku added that Prolong procedure to WEAKEN MORE MY UTERUS and lead to life and death scene.
- MY BODY is dehydrated. My hemoglobin is unstable I finished 4 bags of extra blood. ITS ALREADY A LIFE THREATENING SCENARIO.
- They want to REMOVE MY UTERUS.
- They CUT ME OPEN LIKE C-Section but they put a thread to tighten my flabby uterus instead. Then bleed stopped.
- I ENDED UP IN ICU... fighting for my life. with a small airway to breathe. because I had tube in my mouth.
- God gave a new life to testify.
- I woke up at ICU. trying to understand everything that I thought should be simple D&C procedure.
- DR. MAYA Sreeku confessed that it was her first time.
- I should be shifted from ICU to recovery room BUT ended up staying at the HALL WAY.

NO ROOM AVAILABLE
- All those Doctors said I will be shifted to recovery room in the morning of May 29,2025. We have waited but ended up spending at ICU until evening because no available room.
- Floor manager said of 4th floor, maximum 5pm they will give us room.
- We have waited. They made excuses. the room is under deep cleaning.
- After half day of waiting, they gave us a ROOM, 7:30pm and when we arrived at the room, THE ROOM IS NOT CLEAN and WE STAYED AT THE HALL WAY.
- They send us at the Admission Room 4 or 5th Floor. mixed with other patients who probably waiting for proper room too.
- They said we will DISCHARGED in the morning of May 30,225... we initiated to call and follow up our own insurance for fast transaction... but still ended up waiting for hospital back and fort replies until evening of 7pm, May 30,2025.

I POLITELY ASK WHY DID IT HAPPENED
- DR. MAYA Sreeku is hesitant to answer. I didn't finish my question and she clearly said ""What we should do? Just ask second opinion to Latifa Hospital.. Pls bring the next patient"" I recorded our conversation because I usually forgot but I was surprised by her rude answer.",Edited 4 months ago
Aster_Hospital_Mankhool,5.0,"Thnk you so much Aster staff and Doctors Very nice, clean, very well equipped, with knowledgeable staffs. I really like it.Thank you for the good quality of  work and the professionalism that we feel there.My husband recover fast.",2 weeks ago
Aster_Hospital_Mankhool,5.0,MRI radiologist was super amazing hes empathy is on another level they  care for you well and inform on all will happen.best part was playing my Kenyan songs felt home .,2 weeks ago
Aster_Hospital_Mankhool,5.0,"Very good Doctor, Dr Sachin of Cardiology department and all the staff did a great work Thank you all",2 weeks ago
Aster_Hospital_Mankhool,4.0,"Aster Mankhool Hospital exceeded my expectations! The staff were polite and kind. Special thanks to the reception, registration, and nursing teams for their kindness and efficiency. The hospital is very clean and well-maintained.",6 days ago
Aster_Hospital_Mankhool,2.0,"I’ve always had pleasant experiences at Aster Hospital, Mankhool in the past, but my recent visit left me somewhat disappointed.

On 04/10/2025, I requested a replacement vaccination card for my daughter after misplacing the original. I paid the required fees, and the Pediatric Department informed me that I would receive a call once the document was ready. However, I did not receive any follow-up.

By 08/10/2025, still having heard nothing, I contacted the call center, where I was assured the relevant department had been informed and that I would receive a call soon. After another two days without any response, I called again and received the same message.

Due to the lack of communication, I visited the hospital in person on 11/10/2025, expecting the card to be ready given the time that had passed. To my surprise, the request was still pending. I was told that the doctors had not had time to complete the required information, which was frustrating.

After I escalated the matter, the Patient Coordinators stepped in and addressed the issue. I was told the vaccination card would be ready in three days. On 16/10/2025, I finally received a call confirming it was ready for collection.

While I appreciate the support provided by the patient coordination team once the matter was raised, I would like to highlight the need for improvement in the call center's communication and follow-up process.

NB: This review is based on my personal experience—others may have a smoother and more positive experience.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"I recently visited Aster Hospital Mankhool with my family member  and had a great experience. The hospital's infrastructure is modern and well-maintained. The staff, including Doctor were very professional and caring.

The treatment was effective, and the nursing staff specially Mufaseena was very attentive. The hospital's location is easily accessible, and the parking facilities are convenient.

Overall, I would recommend Aster Hospital Mankhool for its quality medical care and patient-centric approach.

Rating
5/5 stars",a week ago
Aster_Hospital_Mankhool,5.0,"I had an excellent experience at Aster Hospital, Mankhool. The entire team — from reception to doctors and nurses — was exceptionally professional, caring, and attentive. The hospital is very clean, well-organized, and equipped with modern facilities.

The medical staff truly go above and beyond to make patients feel comfortable and well-informed. I really appreciate their kindness, clear communication, and quick response to any concerns. Everything, from consultation to treatment, was handled smoothly and efficiently.

Special thanks to the doctors and nursing staff for their dedication and compassion — it made a big difference in my recovery. I highly recommend Aster Hospital, Mankhool, to anyone looking for quality healthcare and excellent patient care.",a week ago
Aster_Hospital_Mankhool,5.0,"wonderful experience at Aster Clinical Hospital. The doctors are highly skilled, nurses are very caring, and the staff is professional and polite. The hospital is clean, well-organized, and provides quick service. They truly care for their patients and make sure you feel comfortable throughout the treatment. Highly recommend Aster Clinical Hospital for anyone seeking quality medical care",2 weeks ago
Aster_Hospital_Mankhool,5.0,Aster hospital is really the best hospital I was really admiring it but never experience it I've recently went to an emergency and they They took care of me all the staff so helpful and so nice twords their profession i can't thank enough Dr Gireesh Gopinath who really look after me and recommend me the required test also help me to be approved from the insurance I would definitely recommend it to everyone as I really had a nice experience and also it makes you feel what doctor's and hospital about aster will give the exact meaning.,4 days ago
Aster_Hospital_Mankhool,5.0,We recently visited Aster Hospital Al Mankhool. We got really excellent service.  From the staff to Doctor was very good tp us. The staff Mufaseena guided us throughout the process ✨️,6 days ago
Aster_Hospital_Mankhool,5.0,I have done my Cardiac MRI and its great experience with ASTER HOSPITAL MANKHOOL Radiology department Technologist and Nurse (Prince) too co-operative and help me out through out procedure they are very professionals and they handled very nicely,a week ago
Aster_Hospital_Mankhool,5.0,"I'm Chinese,this is first time come to Aster hospital,The beautiful woman who serves me is called Gowri, who is very gentle and patient. My English is not good. She tries to help me explain and solve many things that I don't understand in the physical examination in foreign hospitals, and she can always find her if she has any problems and get timely and effective help. The hospital is lucky to have such employees, which also shows that the hospital's service awareness and service standards are very high!",a week ago
Aster_Hospital_Mankhool,1.0,"My rating says it all. I came here with a gallstone attack, which is one of the most severe types of pain in the world. Everyone knows how bad gallstone pain is when an attack starts.

Even though I kept requesting to see an emergency doctor, they still made me stand in line. I was literally begging to see a doctor, but they made me wait more than 40 minutes.

They were sending other normal patients in first, and instead of treating me as an emergency, they just kept telling me to wait.

There is no emergency management here. There was one rude guy there who kept telling me he couldn’t do anything, and that I had no option except to keep waiting, no matter how serious my situation was.

After about 40 minutes, they finally called me. They gave me IV painkillers, which did help with the pain and stabilized me — and I’m thankful for that — but I have to say this: there should be an ACTUAL EMERGENCY TREATMENT SYSTEM, and emergency patients should be helped immediately.

This is not how an emergency patient should be treated. I had no other option at 2:30 a.m., and I was in such severe pain that I couldn’t even think straight. And in that condition, this is the treatment I received.

Not appreciated at all.",a week ago
Aster_Hospital_Mankhool,5.0,Dr dash good he gave me good explanation to solve my issue and befor taking all test he predect my problem why i face pain on my chest... After getting result its the same ... And manisha was assiste me very well,2 weeks ago
Aster_Hospital_Mankhool,5.0,"My daughter was admitted to Aster Hospital, Mankhool due to a viral fever. I’m extremely grateful to Dr. Pawan for his excellent medical care, continuous follow-up, and kind approach throughout her treatment.

The nursing team provided exceptional care — special thanks to Elizabeth, Arumugathai, Anushiya, Gikku, and Anuja for their kindness, patience, and dedication in looking after my daughter with such compassion and professionalism.

Heartfelt thanks to Ligi (Unit Manager), Blessy (Manager), and Reena (Floor Coordinator) for their constant support, guidance, and timely assistance. They ensured everything went smoothly and made us feel well cared for.

Overall, we had a wonderful experience at Aster Hospital Mankhool, and I highly recommend their excellent team for their dedication and compassionate care.",a week ago
Aster_Hospital_Mankhool,5.0,"The service at Aster Hospital, Mankhool was excellent. The staff, especially Riya, was very helpful and kind. Really appreciate the care and support provided.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"Had horrible experience at our previous hospital. Good thing we went to Aster and they helped and supported us all the way. Issues our previous hospital couldnt see were figured out here in an instant. They knew exactly how to help us. We feel that we have survived something that could be very dangerous.

Doctors and nurses are well skilled!
Only thing we could really see improving is the response time for requests (wheel chair).",4 months ago
Aster_Hospital_Mankhool,5.0,Dr bala is very helpful and accommodating he was assisting all the possible remedies that i needed for my allergy. Nurse saranya is as well polite and accomodating. It was a really good experience with my consultation in aster hospital mankhool,a month ago
Aster_Hospital_Mankhool,5.0,"""Grateful to the amazing nurses at Aster Mankhool for their exceptional care and support during my cesarean recovery. Compassionate, professional, and truly dedicated!""",5 months ago
Aster_Hospital_Mankhool,5.0,"I recently visited Aster Mankhool Hospital, and I’d like to give special appreciation to Mufaseena from the reception. She was extremely polite, professional, and helpful from the moment I arrived. Her warm smile and calm attitude made the registration process quick and easy.
It’s rare to find someone so patient and kind in such a busy environment — she truly represents excellent customer service. Thank you, Mufaseena, for making my hospital visit smooth and pleasant. Keep up the great work! 👏💐",a month ago
Aster_Hospital_Mankhool,5.0,"I would like to thanks Dr. Sachin and his team for great treatment in cardiology department at Aster hospital.
I would highly recommend Dr. Sachin.
Thank you for such wonderful and generous person",2 weeks ago
Aster_Hospital_Mankhool,5.0,"Initially, there was some delay with the process, but I was assisted by the hospital team and reassured by the  Patient Service Coordinator in ward that my treatment during admission would proceed smoothly. I was satisfied with the services at Aster Mankhool Hospital. The Aster doctor, nursing team, and the Philippine patient coordinator truly went above and beyond to ensure I received excellent treatment and a smooth discharge. I stayed on the 5th floor.",a week ago
Aster_Hospital_Mankhool,5.0,"I am immensely thankful to Dr. Caroline for her sincerity and dedication throughout my pregnancy journey. I had some complications in the last few months, but she handled everything with utmost care and made the process very comfortable for me. Thanks to her guidance and support, I was able to deliver a healthy baby. Every time I came for a consultation, her nurses always made me feel at home with their warmth, patience, and kindness. Their constant care and reassurance truly made a big difference. I am deeply grateful to Dr. Caroline and her wonderful team of nurses for making this journey safe, comfortable, and positive. Highly recommended.",a month ago
Aster_Hospital_Mankhool,1.0,"I didn't got proper treatment they're only run for your insurence. I had surgery for perianal abscess but it did not heal completely and now the disease has started again. It seems in this hospital that for those who are a little poor, more focus is given on their insurance rather than their treatment.",a week ago
Aster_Hospital_Mankhool,5.0,"I’ve been meaning to write this note for a long time… It’s been over three months since my delivery at Aster Hospital, but the memories are still fresh in my heart.

Whenever I think about that special time, the first picture that comes to my mind is the team of doctors and nurses who took such wonderful care of me. Even in the middle of their busy schedules and immense work pressure, they greeted me with warm smiles and gave me the care and attention I needed. For that, I will always be deeply grateful.

A special thank you to Dr. Reethu — you are truly amazing. I will be thankful to you for the rest of my life.

Also, a heartfelt thank you to the lactation consultant at Aster. Because of her guidance and support, my breastfeeding journey started smoothly. I never had to struggle, and that helped me enjoy a truly beautiful postpartum experience.

To everyone who was a part of my care — thank you from the bottom of my heart. You are all truly wonderful.",3 months ago
Aster_Hospital_Mankhool,5.0,Today I had one angiogram procedure in aster hospital mankhool. Thank you Dr. Naveed. Also all the staff in cathlab are very nice and caring. Special thanks to staff nurse Greeshma Sarath. She is very friendly and helpful. She was there with me through out the procedure. She taken care me very well. Thank you,a month ago
Aster_Hospital_Mankhool,5.0,Dr. Arif is the one best physician in uae. I will recommend this facility to all my friends. Patient friendly hospital thank you. Ms Cinol did good assistance,2 weeks ago
Aster_Hospital_Mankhool,5.0,"Great service. Very supportive staffs.
My son was admitted in this hospital.My son has phobia for hospital.He need to go through several times for blood test ,it was so hard for us to keep him calm.

During this period...Ms Sharanya, Ms Esther, Ms Bincy  was awesome......they all are very kind ,helpful and friendly...
Made our journey so easy and smooth...
From Mr Soumalya ,Mrs Rima.

Thank you anutie..Tata From Shaarav",a month ago
Aster_Hospital_Mankhool,5.0,We would like to express our heartfelt gratitude to the doctors and all the staff at Aster Hospital for their excellent and commendable service. The care and attention they provide to their patients are truly remarkable. Thank you so much for your warm help and support.,3 weeks ago
Aster_Hospital_Mankhool,5.0,"We sincerely thank you, Sirajka, for your kind support during this crucial time. The gynecology team at Aster Hospital provided excellent care, and with your guidance and help, everything went smoothly. We are truly grateful, and we are happy to share that both mother and baby are doing well.",a month ago
Aster_Hospital_Mankhool,5.0,Dr. Deepak is one of the best ENT surgeon. Highly recommended. Sttafs are assisting well. Ms Cinol is approachable staff in opd,2 weeks ago
