hospital,rating,review_text,datetime,cleaned_text,translated_text,lemmatized_text,Sentiment_Label,Sentiment_Score
Aster_Hospital_Mankhool,5.0,"It was a amazing experience in Aster Hospital .  The Doctors and Nurses will give us extra care and support. And Specially in the Receptionist in Counter 8, Cinol..She give us a super guidance and support in the visit.

Thank you all.",2 weeks ago,it was a amazing experience in aster hospital the doctors and nurses will give us extra care and support and specially in the receptionist in counter 8 cinol she give us a super guidance and support in the visit thank you all,it was a amazing experience in aster hospital the doctors and nurses will give us extra care and support and specially in the receptionist in counter 8 cinol she give us a super guidance and support in the visit thank you all,it be a amazing experience in aster hospital the doctor and nurse will give we extra care and support and specially in the receptionist in counter 8 cinol she give we a super guidance and support in the visit thank you all,POSITIVE,0.9996922016143799
Aster_Hospital_Mankhool,5.0,"Good Service  and quality  facilities and  all staff good and  nurse , specially to all Doctors   Taking care  for  successful General operation of my wife . Very satisfied and  Good  will come every time and recommend to all my family and friends . Godbless all",2 weeks ago,good service and quality facilities and all staff good and nurse specially to all doctors taking care for successful general operation of my wife very satisfied and good will come every time and recommend to all my family and friends godbless all,good service and quality facilities and all staff good and nurse specially to all doctors taking care for successful general operation of my wife very satisfied and good will come every time and recommend to all my family and friends godbless all,good service and quality facility and all staff good and nurse specially to all doctor take care for successful general operation of my wife very satisfied and good will come every time and recommend to all my family and friend godbless all,POSITIVE,0.9997852444648743
Aster_Hospital_Mankhool,5.0,"I just want to thanks a lot for this people who really gave us full attention,  It was  the second time my wife got admitted  in this hospital and no doubt we were 100% satisfied with the service,  from the facilities, Equipments, the Food, and the people who really take care of  us. Special mention to (Samshadth,Roshni,Sajna, stephy, And also to doctor Aysha)
Highly recommend nurses, as well as the hospital.  Gracias❤️❤️",a week ago,i just want to thanks a lot for this people who really gave us full attention it was the second time my wife got admitted in this hospital and no doubt we were 100 satisfied with the service from the facilities equipments the food and the people who really take care of us special mention to samshadth roshni sajna stephy and also to doctor aysha highly recommend nurses as well as the hospital gracias,i just want to thanks a lot for this people who really gave us full attention it was the second time my wife got admitted in this hospital and no doubt we were 100 satisfied with the service from the facilities equipments the food and the people who really take care of us special mention to samshadth roshni sajna stephy and also to doctor aysha highly recommend nurses as well as the hospital gracias,I just want to thank a lot for this people who really give we full attention it be the second time my wife get admit in this hospital and no doubt we be 100 satisfied with the service from the facility equipment the food and the people who really take care of we special mention to samshadth roshni sajna stephy and also to doctor aysha highly recommend nurse as well as the hospital gracia,POSITIVE,0.998428225517273
Aster_Hospital_Mankhool,5.0,"Promoting professional growth ,enhancing teamwork,and improving patient care by addressing both strengths and areas for improvement it was my first experience in aster mankhool all the nurses they really good and thank u ☺️ miss chetana Leaity all the team I really appreciate from my heart ❤️",a week ago,promoting professional growth enhancing teamwork and improving patient care by addressing both strengths and areas for improvement it was my first experience in aster mankhool all the nurses they really good and thank u miss chetana leaity all the team i really appreciate from my heart,promoting professional growth enhancing teamwork and improving patient care by addressing both strengths and areas for improvement it was my first experience in aster mankhool all the nurses they really good and thank u miss chetana leaity all the team i really appreciate from my heart,promote professional growth enhance teamwork and improve patient care by address both strength and area for improvement it be my first experience in aster mankhool all the nurse they really good and thank u miss chetana leaity all the team I really appreciate from my heart,POSITIVE,0.9996856451034546
Aster_Hospital_Mankhool,5.0,Dr Debabrate and all the cardiology and his nurse sister Greeshama are of of the best I have ever dealt with in any hospital in Dubai they are an asset to aster . God bless both of them . Sharon pinto,a week ago,dr debabrate and all the cardiology and his nurse sister greeshama are of of the best i have ever dealt with in any hospital in dubai they are an asset to aster god bless both of them sharon pinto,dr debabrate and all the cardiology and his nurse sister greeshama are of of the best i have ever dealt with in any hospital in dubai they are an asset to aster god bless both of them sharon pinto,dr debabrate and all the cardiology and his nurse sister greeshama be of of the good I have ever deal with in any hospital in dubai they be an asset to aster god bless both of they sharon pinto,POSITIVE,0.9996427297592163
Aster_Hospital_Mankhool,5.0,Had a Mri done today .The technicians and the staff of the Mri/radiology dept were extremely helpful .The staff helped calm me down during the MRI procedure ..without his assistance it would not have been possible for me to complete the scan. Very grateful 🙏🏼,4 days ago,had a mri done today the technicians and the staff of the mri radiology dept were extremely helpful the staff helped calm me down during the mri procedure without his assistance it would not have been possible for me to complete the scan very grateful,had a mri done today the technicians and the staff of the mri radiology dept were extremely helpful the staff helped calm me down during the mri procedure without his assistance it would not have been possible for me to complete the scan very grateful,have a mri do today the technician and the staff of the mri radiology dept be extremely helpful the staff help calm I down during the mri procedure without his assistance it would not have be possible for I to complete the scan very grateful,POSITIVE,0.9886395931243896
Aster_Hospital_Mankhool,5.0,"Thank you Rajkumar. He did my surgery's am in followup visit with him . All services aree good. Thank you sister namitha forhelp and staff Cinol in reception very approachable
approachable",a week ago,thank you rajkumar he did my surgery s am in followup visit with him all services aree good thank you sister namitha forhelp and staff cinol in reception very approachable approachable,thank you rajkumar he did my surgery s am in followup visit with him all services aree good thank you sister namitha forhelp and staff cinol in reception very approachable approachable,thank you rajkumar he do my surgery s am in followup visit with he all service aree good thank you sister namitha forhelp and staff cinol in reception very approachable approachable,POSITIVE,0.9997707009315491
Aster_Hospital_Mankhool,5.0,"I had a great experience — everything was incredibly fast, smooth, and well-organized. The staff were professional and caring, making the entire process comfortable and efficient. I highly recommend this hospital for their excellent service and patient care.",2 weeks ago,i had a great experience everything was incredibly fast smooth and well organized the staff were professional and caring making the entire process comfortable and efficient i highly recommend this hospital for their excellent service and patient care,i had a great experience everything was incredibly fast smooth and well organized the staff were professional and caring making the entire process comfortable and efficient i highly recommend this hospital for their excellent service and patient care,I have a great experience everything be incredibly fast smooth and well organize the staff be professional and caring make the entire process comfortable and efficient I highly recommend this hospital for their excellent service and patient care,POSITIVE,0.999832272529602
Aster_Hospital_Mankhool,5.0,"Extremely happy after my visit all staffs are very attentive and patient friendly. Thank you Dr. Arif ,Ms jyothy duty manager and Ms cinol and Ms jubinsha I truly appreciate the dedication to patient care",a month ago,extremely happy after my visit all staffs are very attentive and patient friendly thank you dr arif ms jyothy duty manager and ms cinol and ms jubinsha i truly appreciate the dedication to patient care,extremely happy after my visit all staffs are very attentive and patient friendly thank you dr arif ms jyothy duty manager and ms cinol and ms jubinsha i truly appreciate the dedication to patient care,extremely happy after my visit all staff be very attentive and patient friendly thank you dr arif ms jyothy duty manager and ms cinol and ms jubinsha I truly appreciate the dedication to patient care,POSITIVE,0.999859094619751
Aster_Hospital_Mankhool,1.0,"I ALMOST DIED IN THIS HOSPITAL, LITERALLY!! No sugar coat comment.

1. WORST EMERGENCY
2. LIFE AND DEATH PROCEDURE
3. CROWDED / NO ROOM AVAILABLE
4. I POLITELY ASK DR.MAYA SREEKU WHY, BUT SHE IS RUDE.

WORST EMERGENCY:
- I was instructed to go direct at Emergency because my baby is dead for 1 week inside my tummy. But It took us 10 hours of waiting inside the emergency to be admitted and start the procedure. Yes, 10hours in the EMERGENCY. TOO MANY PEOPLE COMPLAINS!

THE LIFE AND DEATH PROCEDURE
- I came for D&C procedure. But Dr. Maya Sreeku procedure didn't analyze the situation that contributed to Drained and weaken my Uterus.
- They said it should be out from my body, 1 day. but their procedure took 3 more days
- I NATURALLY gave birth to a dead baby.
- 3 medications inserted thru my vagina.
- 1 induced labor without anesthesia.
- 3 injections on my butt to contract
- No proper food and water for 4 DAYS!!
- with 9 HOURS of PROLONGED LABOR
- MY UTERUS is already WEAK&SOFT and nobody is aware and pay attention
- I was bleeding very very very hard
- They sent me to Operation Theatre
- MY Placenta position is lower and already risk
- But DR. MAYA Sreeku added that Prolong procedure to WEAKEN MORE MY UTERUS and lead to life and death scene.
- MY BODY is dehydrated. My hemoglobin is unstable I finished 4 bags of extra blood. ITS ALREADY A LIFE THREATENING SCENARIO.
- They want to REMOVE MY UTERUS.
- They CUT ME OPEN LIKE C-Section but they put a thread to tighten my flabby uterus instead. Then bleed stopped.
- I ENDED UP IN ICU... fighting for my life. with a small airway to breathe. because I had tube in my mouth.
- God gave a new life to testify.
- I woke up at ICU. trying to understand everything that I thought should be simple D&C procedure.
- DR. MAYA Sreeku confessed that it was her first time.
- I should be shifted from ICU to recovery room BUT ended up staying at the HALL WAY.

NO ROOM AVAILABLE
- All those Doctors said I will be shifted to recovery room in the morning of May 29,2025. We have waited but ended up spending at ICU until evening because no available room.
- Floor manager said of 4th floor, maximum 5pm they will give us room.
- We have waited. They made excuses. the room is under deep cleaning.
- After half day of waiting, they gave us a ROOM, 7:30pm and when we arrived at the room, THE ROOM IS NOT CLEAN and WE STAYED AT THE HALL WAY.
- They send us at the Admission Room 4 or 5th Floor. mixed with other patients who probably waiting for proper room too.
- They said we will DISCHARGED in the morning of May 30,225... we initiated to call and follow up our own insurance for fast transaction... but still ended up waiting for hospital back and fort replies until evening of 7pm, May 30,2025.

I POLITELY ASK WHY DID IT HAPPENED
- DR. MAYA Sreeku is hesitant to answer. I didn't finish my question and she clearly said ""What we should do? Just ask second opinion to Latifa Hospital.. Pls bring the next patient"" I recorded our conversation because I usually forgot but I was surprised by her rude answer.",Edited 4 months ago,i almost died in this hospital literally no sugar coat comment 1 worst emergency 2 life and death procedure 3 crowded no room available 4 i politely ask dr maya sreeku why but she is rude worst emergency i was instructed to go direct at emergency because my baby is dead for 1 week inside my tummy but it took us 10 hours of waiting inside the emergency to be admitted and start the procedure yes 10hours in the emergency too many people complains the life and death procedure i came for d c procedure but dr maya sreeku procedure didn t analyze the situation that contributed to drained and weaken my uterus they said it should be out from my body 1 day but their procedure took 3 more days i naturally gave birth to a dead baby 3 medications inserted thru my vagina 1 induced labor without anesthesia 3 injections on my butt to contract no proper food and water for 4 days with 9 hours of prolonged labor my uterus is already weak soft and nobody is aware and pay attention i was bleeding very very very hard they sent me to operation theatre my placenta position is lower and already risk but dr maya sreeku added that prolong procedure to weaken more my uterus and lead to life and death scene my body is dehydrated my hemoglobin is unstable i finished 4 bags of extra blood its already a life threatening scenario they want to remove my uterus they cut me open like c section but they put a thread to tighten my flabby uterus instead then bleed stopped i ended up in icu fighting for my life with a small airway to breathe because i had tube in my mouth god gave a new life to testify i woke up at icu trying to understand everything that i thought should be simple d c procedure dr maya sreeku confessed that it was her first time i should be shifted from icu to recovery room but ended up staying at the hall way no room available all those doctors said i will be shifted to recovery room in the morning of may 29 2025 we have waited but ended up spending at icu until evening because no available room floor manager said of 4th floor maximum 5pm they will give us room we have waited they made excuses the room is under deep cleaning after half day of waiting they gave us a room 7 30pm and when we arrived at the room the room is not clean and we stayed at the hall way they send us at the admission room 4 or 5th floor mixed with other patients who probably waiting for proper room too they said we will discharged in the morning of may 30 225 we initiated to call and follow up our own insurance for fast transaction but still ended up waiting for hospital back and fort replies until evening of 7pm may 30 2025 i politely ask why did it happened dr maya sreeku is hesitant to answer i didn t finish my question and she clearly said what we should do just ask second opinion to latifa hospital pls bring the next patient i recorded our conversation because i usually forgot but i was surprised by her rude answer,i almost died in this hospital literally no sugar coat comment 1 worst emergency 2 life and death procedure 3 crowded no room available 4 i politely ask dr maya sreeku why but she is rude worst emergency i was instructed to go direct at emergency because my baby is dead for 1 week inside my tummy but it took us 10 hours of waiting inside the emergency to be admitted and start the procedure yes 10hours in the emergency too many people complains the life and death procedure i came for d c procedure but dr maya sreeku procedure didn t analyze the situation that contributed to drained and weaken my uterus they said it should be out from my body 1 day but their procedure took 3 more days i naturally gave birth to a dead baby 3 medications inserted thru my vagina 1 induced labor without anesthesia 3 injections on my butt to contract no proper food and water for 4 days with 9 hours of prolonged labor my uterus is already weak soft and nobody is aware and pay attention i was bleeding very very very hard they sent me to operation theatre my placenta position is lower and already risk but dr maya sreeku added that prolong procedure to weaken more my uterus and lead to life and death scene my body is dehydrated my hemoglobin is unstable i finished 4 bags of extra blood its already a life threatening scenario they want to remove my uterus they cut me open like c section but they put a thread to tighten my flabby uterus instead then bleed stopped i ended up in icu fighting for my life with a small airway to breathe because i had tube in my mouth god gave a new life to testify i woke up at icu trying to understand everything that i thought should be simple d c procedure dr maya sreeku confessed that it was her first time i should be shifted from icu to recovery room but ended up staying at the hall way no room available all those doctors said i will be shifted to recovery room in the morning of may 29 2025 we have waited but ended up spending at icu until evening because no available room floor manager said of 4th floor maximum 5pm they will give us room we have waited they made excuses the room is under deep cleaning after half day of waiting they gave us a room 7 30pm and when we arrived at the room the room is not clean and we stayed at the hall way they send us at the admission room 4 or 5th floor mixed with other patients who probably waiting for proper room too they said we will discharged in the morning of may 30 225 we initiated to call and follow up our own insurance for fast transaction but still ended up waiting for hospital back and fort replies until evening of 7pm may 30 2025 i politely ask why did it happened dr maya sreeku is hesitant to answer i didn t finish my question and she clearly said what we should do just ask second opinion to latifa hospital pls bring the next patient i recorded our conversation because i usually forgot but i was surprised by her rude answer,I almost die in this hospital literally no sugar coat comment 1 bad emergency 2 life and death procedure 3 crowd no room available 4 I politely ask dr maya sreeku why but she be rude bad emergency I be instruct to go direct at emergency because my baby be dead for 1 week inside my tummy but it take we 10 hour of wait inside the emergency to be admit and start the procedure yes 10hour in the emergency too many people complain the life and death procedure I come for d c procedure but dr maya sreeku procedure didn t analyze the situation that contribute to drain and weaken my uterus they say it should be out from my body 1 day but their procedure take 3 more day I naturally give birth to a dead baby 3 medication insert thru my vagina 1 induce labor without anesthesia 3 injection on my butt to contract no proper food and water for 4 day with 9 hour of prolonged labor my uterus be already weak soft and nobody be aware and pay attention I be bleed very very very hard they send I to operation theatre my placenta position be low and already risk but dr maya sreeku add that prolong procedure to weaken more my uterus and lead to life and death scene my body be dehydrate my hemoglobin be unstable I finish 4 bag of extra blood its already a life threaten scenario they want to remove my uterus they cut I open like c section but they put a thread to tighten my flabby uterus instead then bleed stop I end up in icu fighting for my life with a small airway to breathe because I have tube in my mouth god give a new life to testify I wake up at icu try to understand everything that I think should be simple d c procedure dr maya sreeku confess that it be her first time I should be shift from icu to recovery room but end up stay at the hall way no room available all those doctor say I will be shift to recovery room in the morning of may 29 2025 we have wait but end up spending at icu until evening because no available room floor manager say of 4th floor maximum 5 pm they will give we room we have wait they make excuse the room be under deep cleaning after half day of wait they give we a room 7 30pm and when we arrive at the room the room be not clean and we stay at the hall way they send we at the admission room 4 or 5th floor mix with other patient who probably wait for proper room too they say we will discharge in the morning of may 30 225 we initiate to call and follow up our own insurance for fast transaction but still end up wait for hospital back and fort reply until evening of 7 pm may 30 2025 I politely ask why do it happen dr maya sreeku be hesitant to answer I didn t finish my question and she clearly say what we should do just ask second opinion to latifa hospital pls bring the next patient I record our conversation because I usually forget but I be surprise by her rude answer,NEGATIVE,0.9917258024215698
Aster_Hospital_Mankhool,5.0,"Thnk you so much Aster staff and Doctors Very nice, clean, very well equipped, with knowledgeable staffs. I really like it.Thank you for the good quality of  work and the professionalism that we feel there.My husband recover fast.",2 weeks ago,thnk you so much aster staff and doctors very nice clean very well equipped with knowledgeable staffs i really like it thank you for the good quality of work and the professionalism that we feel there my husband recover fast,thnk you so much aster staff and doctors very nice clean very well equipped with knowledgeable staffs i really like it thank you for the good quality of work and the professionalism that we feel there my husband recover fast,thnk you so much aster staff and doctor very nice clean very well equipped with knowledgeable staff I really like it thank you for the good quality of work and the professionalism that we feel there my husband recover fast,POSITIVE,0.9998569488525391
Aster_Hospital_Mankhool,5.0,MRI radiologist was super amazing hes empathy is on another level they  care for you well and inform on all will happen.best part was playing my Kenyan songs felt home .,2 weeks ago,mri radiologist was super amazing hes empathy is on another level they care for you well and inform on all will happen best part was playing my kenyan songs felt home,mri radiologist was super amazing hes empathy is on another level they care for you well and inform on all will happen best part was playing my kenyan songs felt home,mri radiologist be super amazing he s empathy be on another level they care for you well and inform on all will happen good part be play my kenyan song feel home,POSITIVE,0.9977564215660095
Aster_Hospital_Mankhool,5.0,"Very good Doctor, Dr Sachin of Cardiology department and all the staff did a great work Thank you all",2 weeks ago,very good doctor dr sachin of cardiology department and all the staff did a great work thank you all,very good doctor dr sachin of cardiology department and all the staff did a great work thank you all,very good doctor dr sachin of cardiology department and all the staff do a great work thank you all,POSITIVE,0.9998514652252197
Aster_Hospital_Mankhool,5.0,My wife was brought in with an emergency and the aster team at Mankhool were amazing they made all the process easy and took very good care of my wife Dr. Ammarah Falak and nurse Rhea were amazing she kept checking on us.. amazing experience,2 weeks ago,my wife was brought in with an emergency and the aster team at mankhool were amazing they made all the process easy and took very good care of my wife dr ammarah falak and nurse rhea were amazing she kept checking on us amazing experience,my wife was brought in with an emergency and the aster team at mankhool were amazing they made all the process easy and took very good care of my wife dr ammarah falak and nurse rhea were amazing she kept checking on us amazing experience,my wife be bring in with an emergency and the aster team at mankhool be amazing they make all the process easy and take very good care of my wife dr ammarah falak and nurse rhea be amazing she keep check on we amazing experience,POSITIVE,0.9998403787612915
Aster_Hospital_Mankhool,4.0,"Aster Mankhool Hospital exceeded my expectations! The staff were polite and kind. Special thanks to the reception, registration, and nursing teams for their kindness and efficiency. The hospital is very clean and well-maintained.",6 days ago,aster mankhool hospital exceeded my expectations the staff were polite and kind special thanks to the reception registration and nursing teams for their kindness and efficiency the hospital is very clean and well maintained,aster mankhool hospital exceeded my expectations the staff were polite and kind special thanks to the reception registration and nursing teams for their kindness and efficiency the hospital is very clean and well maintained,aster mankhool hospital exceed my expectation the staff be polite and kind special thank to the reception registration and nursing team for their kindness and efficiency the hospital be very clean and well maintain,POSITIVE,0.9993425011634827
Aster_Hospital_Mankhool,2.0,"I’ve always had pleasant experiences at Aster Hospital, Mankhool in the past, but my recent visit left me somewhat disappointed.

On 04/10/2025, I requested a replacement vaccination card for my daughter after misplacing the original. I paid the required fees, and the Pediatric Department informed me that I would receive a call once the document was ready. However, I did not receive any follow-up.

By 08/10/2025, still having heard nothing, I contacted the call center, where I was assured the relevant department had been informed and that I would receive a call soon. After another two days without any response, I called again and received the same message.

Due to the lack of communication, I visited the hospital in person on 11/10/2025, expecting the card to be ready given the time that had passed. To my surprise, the request was still pending. I was told that the doctors had not had time to complete the required information, which was frustrating.

After I escalated the matter, the Patient Coordinators stepped in and addressed the issue. I was told the vaccination card would be ready in three days. On 16/10/2025, I finally received a call confirming it was ready for collection.

While I appreciate the support provided by the patient coordination team once the matter was raised, I would like to highlight the need for improvement in the call center's communication and follow-up process.

NB: This review is based on my personal experience—others may have a smoother and more positive experience.",2 weeks ago,i ve always had pleasant experiences at aster hospital mankhool in the past but my recent visit left me somewhat disappointed on 04 10 2025 i requested a replacement vaccination card for my daughter after misplacing the original i paid the required fees and the pediatric department informed me that i would receive a call once the document was ready however i did not receive any follow up by 08 10 2025 still having heard nothing i contacted the call center where i was assured the relevant department had been informed and that i would receive a call soon after another two days without any response i called again and received the same message due to the lack of communication i visited the hospital in person on 11 10 2025 expecting the card to be ready given the time that had passed to my surprise the request was still pending i was told that the doctors had not had time to complete the required information which was frustrating after i escalated the matter the patient coordinators stepped in and addressed the issue i was told the vaccination card would be ready in three days on 16 10 2025 i finally received a call confirming it was ready for collection while i appreciate the support provided by the patient coordination team once the matter was raised i would like to highlight the need for improvement in the call center s communication and follow up process nb this review is based on my personal experience others may have a smoother and more positive experience,i ve always had pleasant experiences at aster hospital mankhool in the past but my recent visit left me somewhat disappointed on 04 10 2025 i requested a replacement vaccination card for my daughter after misplacing the original i paid the required fees and the pediatric department informed me that i would receive a call once the document was ready however i did not receive any follow up by 08 10 2025 still having heard nothing i contacted the call center where i was assured the relevant department had been informed and that i would receive a call soon after another two days without any response i called again and received the same message due to the lack of communication i visited the hospital in person on 11 10 2025 expecting the card to be ready given the time that had passed to my surprise the request was still pending i was told that the doctors had not had time to complete the required information which was frustrating after i escalated the matter the patient coordinators stepped in and addressed the issue i was told the vaccination card would be ready in three days on 16 10 2025 i finally received a call confirming it was ready for collection while i appreciate the support provided by the patient coordination team once the matter was raised i would like to highlight the need for improvement in the call center s communication and follow up process nb this review is based on my personal experience others may have a smoother and more positive experience,I ve always have pleasant experience at aster hospital mankhool in the past but my recent visit leave I somewhat disappointed on 04 10 2025 I request a replacement vaccination card for my daughter after misplace the original I pay the require fee and the pediatric department inform I that I would receive a call once the document be ready however I do not receive any follow up by 08 10 2025 still having hear nothing I contact the call center where I be assure the relevant department have be inform and that I would receive a call soon after another two day without any response I call again and receive the same message due to the lack of communication I visit the hospital in person on 11 10 2025 expect the card to be ready give the time that have pass to my surprise the request be still pende I be tell that the doctor have not have time to complete the require information which be frustrating after I escalate the matter the patient coordinator step in and address the issue I be tell the vaccination card would be ready in three day on 16 10 2025 I finally receive a call confirm it be ready for collection while I appreciate the support provide by the patient coordination team once the matter be raise I would like to highlight the need for improvement in the call center s communication and follow up process nb this review be base on my personal experience other may have a smooth and more positive experience,NEGATIVE,0.9972079396247864
Aster_Hospital_Mankhool,5.0,"I recently visited Aster Hospital Mankhool with my family member  and had a great experience. The hospital's infrastructure is modern and well-maintained. The staff, including Doctor were very professional and caring.

The treatment was effective, and the nursing staff specially Mufaseena was very attentive. The hospital's location is easily accessible, and the parking facilities are convenient.

Overall, I would recommend Aster Hospital Mankhool for its quality medical care and patient-centric approach.

Rating
5/5 stars",a week ago,i recently visited aster hospital mankhool with my family member and had a great experience the hospital s infrastructure is modern and well maintained the staff including doctor were very professional and caring the treatment was effective and the nursing staff specially mufaseena was very attentive the hospital s location is easily accessible and the parking facilities are convenient overall i would recommend aster hospital mankhool for its quality medical care and patient centric approach rating 5 5 stars,i recently visited aster hospital mankhool with my family member and had a great experience the hospital s infrastructure is modern and well maintained the staff including doctor were very professional and caring the treatment was effective and the nursing staff specially mufaseena was very attentive the hospital s location is easily accessible and the parking facilities are convenient overall i would recommend aster hospital mankhool for its quality medical care and patient centric approach rating 5 5 stars,I recently visit aster hospital mankhool with my family member and have a great experience the hospital s infrastructure be modern and well maintain the staff include doctor be very professional and care the treatment be effective and the nursing staff specially mufaseena be very attentive the hospital s location be easily accessible and the parking facility be convenient overall I would recommend aster hospital mankhool for its quality medical care and patient centric approach rate 5 5 star,POSITIVE,0.9882203340530396
Aster_Hospital_Mankhool,5.0,"wonderful experience at Aster Clinical Hospital. The doctors are highly skilled, nurses are very caring, and the staff is professional and polite. The hospital is clean, well-organized, and provides quick service. They truly care for their patients and make sure you feel comfortable throughout the treatment. Highly recommend Aster Clinical Hospital for anyone seeking quality medical care",2 weeks ago,wonderful experience at aster clinical hospital the doctors are highly skilled nurses are very caring and the staff is professional and polite the hospital is clean well organized and provides quick service they truly care for their patients and make sure you feel comfortable throughout the treatment highly recommend aster clinical hospital for anyone seeking quality medical care,wonderful experience at aster clinical hospital the doctors are highly skilled nurses are very caring and the staff is professional and polite the hospital is clean well organized and provides quick service they truly care for their patients and make sure you feel comfortable throughout the treatment highly recommend aster clinical hospital for anyone seeking quality medical care,wonderful experience at aster clinical hospital the doctor be highly skilled nurse be very caring and the staff be professional and polite the hospital be clean well organize and provide quick service they truly care for their patient and make sure you feel comfortable throughout the treatment highly recommend aster clinical hospital for anyone seek quality medical care,POSITIVE,0.999683141708374
Aster_Hospital_Mankhool,5.0,We recently visited Aster Hospital Al Mankhool. We got really excellent service.  From the staff to Doctor was very good tp us. The staff Mufaseena guided us throughout the process ✨️,6 days ago,we recently visited aster hospital al mankhool we got really excellent service from the staff to doctor was very good tp us the staff mufaseena guided us throughout the process,we recently visited aster hospital al mankhool we got really excellent service from the staff to doctor was very good tp us the staff mufaseena guided us throughout the process,we recently visit aster hospital al mankhool we get really excellent service from the staff to doctor be very good tp we the staff mufaseena guide we throughout the process,POSITIVE,0.9993783235549927
Aster_Hospital_Mankhool,5.0,"I'm Chinese,this is first time come to Aster hospital,The beautiful woman who serves me is called Gowri, who is very gentle and patient. My English is not good. She tries to help me explain and solve many things that I don't understand in the physical examination in foreign hospitals, and she can always find her if she has any problems and get timely and effective help. The hospital is lucky to have such employees, which also shows that the hospital's service awareness and service standards are very high!",a week ago,i m chinese this is first time come to aster hospital the beautiful woman who serves me is called gowri who is very gentle and patient my english is not good she tries to help me explain and solve many things that i don t understand in the physical examination in foreign hospitals and she can always find her if she has any problems and get timely and effective help the hospital is lucky to have such employees which also shows that the hospital s service awareness and service standards are very high,i m chinese this is first time come to aster hospital the beautiful woman who serves me is called gowri who is very gentle and patient my english is not good she tries to help me explain and solve many things that i don t understand in the physical examination in foreign hospitals and she can always find her if she has any problems and get timely and effective help the hospital is lucky to have such employees which also shows that the hospital s service awareness and service standards are very high,I m chinese this be first time come to aster hospital the beautiful woman who serve I be call gowri who be very gentle and patient my english be not good she try to help I explain and solve many thing that I don t understand in the physical examination in foreign hospital and she can always find she if she have any problem and get timely and effective help the hospital be lucky to have such employee which also show that the hospital s service awareness and service standard be very high,NEGATIVE,0.6383767127990723
Aster_Hospital_Mankhool,1.0,"My rating says it all. I came here with a gallstone attack, which is one of the most severe types of pain in the world. Everyone knows how bad gallstone pain is when an attack starts.

Even though I kept requesting to see an emergency doctor, they still made me stand in line. I was literally begging to see a doctor, but they made me wait more than 40 minutes.

They were sending other normal patients in first, and instead of treating me as an emergency, they just kept telling me to wait.

There is no emergency management here. There was one rude guy there who kept telling me he couldn’t do anything, and that I had no option except to keep waiting, no matter how serious my situation was.

After about 40 minutes, they finally called me. They gave me IV painkillers, which did help with the pain and stabilized me — and I’m thankful for that — but I have to say this: there should be an ACTUAL EMERGENCY TREATMENT SYSTEM, and emergency patients should be helped immediately.

This is not how an emergency patient should be treated. I had no other option at 2:30 a.m., and I was in such severe pain that I couldn’t even think straight. And in that condition, this is the treatment I received.

Not appreciated at all.",a week ago,my rating says it all i came here with a gallstone attack which is one of the most severe types of pain in the world everyone knows how bad gallstone pain is when an attack starts even though i kept requesting to see an emergency doctor they still made me stand in line i was literally begging to see a doctor but they made me wait more than 40 minutes they were sending other normal patients in first and instead of treating me as an emergency they just kept telling me to wait there is no emergency management here there was one rude guy there who kept telling me he couldn t do anything and that i had no option except to keep waiting no matter how serious my situation was after about 40 minutes they finally called me they gave me iv painkillers which did help with the pain and stabilized me and i m thankful for that but i have to say this there should be an actual emergency treatment system and emergency patients should be helped immediately this is not how an emergency patient should be treated i had no other option at 2 30 a m and i was in such severe pain that i couldn t even think straight and in that condition this is the treatment i received not appreciated at all,my rating says it all i came here with a gallstone attack which is one of the most severe types of pain in the world everyone knows how bad gallstone pain is when an attack starts even though i kept requesting to see an emergency doctor they still made me stand in line i was literally begging to see a doctor but they made me wait more than 40 minutes they were sending other normal patients in first and instead of treating me as an emergency they just kept telling me to wait there is no emergency management here there was one rude guy there who kept telling me he couldn t do anything and that i had no option except to keep waiting no matter how serious my situation was after about 40 minutes they finally called me they gave me iv painkillers which did help with the pain and stabilized me and i m thankful for that but i have to say this there should be an actual emergency treatment system and emergency patients should be helped immediately this is not how an emergency patient should be treated i had no other option at 2 30 a m and i was in such severe pain that i couldn t even think straight and in that condition this is the treatment i received not appreciated at all,my rating say it all I come here with a gallstone attack which be one of the most severe type of pain in the world everyone know how bad gallstone pain be when an attack start even though I keep request to see an emergency doctor they still make I stand in line I be literally beg to see a doctor but they make I wait more than 40 minute they be send other normal patient in first and instead of treat I as an emergency they just keep tell I to wait there be no emergency management here there be one rude guy there who keep tell I he couldn t do anything and that I have no option except to keep wait no matter how serious my situation be after about 40 minute they finally call I they give I iv painkiller which do help with the pain and stabilize I and I m thankful for that but I have to say this there should be an actual emergency treatment system and emergency patient should be help immediately this be not how an emergency patient should be treat I have no other option at 2 30 a m and I be in such severe pain that I couldn t even think straight and in that condition this be the treatment I receive not appreciate at all,NEGATIVE,0.9991658926010132
