hospital,rating,review_text,datetime,cleaned_text,translated_text,lemmatized_text,Sentiment_Label,Sentiment_Score,Topic,no_stopwords,Topic_Keywords
Aster_Hospital_Mankhool,5.0,Today I had one angiogram procedure in aster hospital mankhool. Thank you Dr. Naveed. Also all the staff in cathlab are very nice and caring. Special thanks to staff nurse Greeshma Sarath. She is very friendly and helpful. She was there with me through out the procedure. She taken care me very well. Thank you,a month ago,today i had one angiogram procedure in aster hospital mankhool thank you dr naveed also all the staff in cathlab are very nice and caring special thanks to staff nurse greeshma sarath she is very friendly and helpful she was there with me through out the procedure she taken care me very well thank you,today i had one angiogram procedure in aster hospital mankhool thank you dr naveed also all the staff in cathlab are very nice and caring special thanks to staff nurse greeshma sarath she is very friendly and helpful she was there with me through out the procedure she taken care me very well thank you,today I have one angiogram procedure in aster hospital mankhool thank you dr naveed also all the staff in cathlab be very nice and caring special thank to staff nurse greeshma sarath she be very friendly and helpful she be there with I through out the procedure she taken care I very well thank you,POSITIVE,0.999517560005188,0,today angiogram procedure aster hospital mankhool thank dr naveed staff cathlab nice caring special thanks staff nurse greeshma sarath friendly helpful procedure taken care thank,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,We would like to express our heartfelt gratitude to the doctors and all the staff at Aster Hospital for their excellent and commendable service. The care and attention they provide to their patients are truly remarkable. Thank you so much for your warm help and support.,4 weeks ago,we would like to express our heartfelt gratitude to the doctors and all the staff at aster hospital for their excellent and commendable service the care and attention they provide to their patients are truly remarkable thank you so much for your warm help and support,we would like to express our heartfelt gratitude to the doctors and all the staff at aster hospital for their excellent and commendable service the care and attention they provide to their patients are truly remarkable thank you so much for your warm help and support,we would like to express our heartfelt gratitude to the doctor and all the staff at aster hospital for their excellent and commendable service the care and attention they provide to their patient be truly remarkable thank you so much for your warm help and support,POSITIVE,0.9998581409454346,0,like express heartfelt gratitude doctors staff aster hospital excellent commendable service care attention provide patients truly remarkable thank warm help support,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,Dr. Arif is the one best physician in uae. I will recommend this facility to all my friends. Patient friendly hospital thank you. Ms Cinol did good assistance,3 weeks ago,dr arif is the one best physician in uae i will recommend this facility to all my friends patient friendly hospital thank you ms cinol did good assistance,dr arif is the one best physician in uae i will recommend this facility to all my friends patient friendly hospital thank you ms cinol did good assistance,dr arif be the one good physician in uae I will recommend this facility to all my friend patient friendly hospital thank you ms cinol do good assistance,POSITIVE,0.9996397495269777,0,dr arif best physician uae recommend facility friends patient friendly hospital thank ms cinol did good assistance,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,"We sincerely thank you, Sirajka, for your kind support during this crucial time. The gynecology team at Aster Hospital provided excellent care, and with your guidance and help, everything went smoothly. We are truly grateful, and we are happy to share that both mother and baby are doing well.",a month ago,we sincerely thank you sirajka for your kind support during this crucial time the gynecology team at aster hospital provided excellent care and with your guidance and help everything went smoothly we are truly grateful and we are happy to share that both mother and baby are doing well,we sincerely thank you sirajka for your kind support during this crucial time the gynecology team at aster hospital provided excellent care and with your guidance and help everything went smoothly we are truly grateful and we are happy to share that both mother and baby are doing well,we sincerely thank you sirajka for your kind support during this crucial time the gynecology team at aster hospital provide excellent care and with your guidance and help everything go smoothly we be truly grateful and we be happy to share that both mother and baby be do well,POSITIVE,0.9998559951782228,0,sincerely thank sirajka kind support crucial time gynecology team aster hospital provided excellent care guidance help went smoothly truly grateful happy share mother baby doing,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,Dr. Deepak is one of the best ENT surgeon. Highly recommended. Sttafs are assisting well. Ms Cinol is approachable staff in opd,3 weeks ago,dr deepak is one of the best ent surgeon highly recommended sttafs are assisting well ms cinol is approachable staff in opd,dr deepak is one of the best ent surgeon highly recommended sttafs are assisting well ms cinol is approachable staff in opd,dr deepak be one of the good ent surgeon highly recommend sttafs be assist well ms cinol be approachable staff in opd,POSITIVE,0.9994321465492249,0,dr deepak best ent surgeon highly recommended sttafs assisting ms cinol approachable staff opd,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,1.0,I am not satisfied with the cardiology reception as waiting time to get the ceetificate tales a long time. I visited morning and until now they cannot send me the certificate and I am calling them several times just to follow up. In other clinics or hospital they are giving it tp you within 10 minutes.,a month ago,i am not satisfied with the cardiology reception as waiting time to get the ceetificate tales a long time i visited morning and until now they cannot send me the certificate and i am calling them several times just to follow up in other clinics or hospital they are giving it tp you within 10 minutes,i am not satisfied with the cardiology reception as waiting time to get the ceetificate tales a long time i visited morning and until now they cannot send me the certificate and i am calling them several times just to follow up in other clinics or hospital they are giving it tp you within 10 minutes,I be not satisfied with the cardiology reception as wait time to get the ceetificate tale a long time I visit morning and until now they can not send I the certificate and I be call they several time just to follow up in other clinic or hospital they be give it tp you within 10 minute,NEGATIVE,0.996045172214508,1,satisfied cardiology reception waiting time ceetificate tales long time visited morning send certificate calling times just follow clinics hospital giving tp 10 minutes,"[('hospital', 0.05072087345377944), ('emergency', 0.042106441120570895), ('doctor', 0.034489950219849005), ('patient', 0.033445128459491755), ('patients', 0.029735448074605056), ('radiology', 0.028941241660940455), ('pm', 0.02867771216938271), ('waiting', 0.02772796490732864), ('staff', 0.02741508863629023), ('room', 0.027118267947111415)]"
Aster_Hospital_Mankhool,5.0,"The best hospital in Dubai, it keeps surprisingly me, the customer care is unmatched 🥹🤭 a big thanks to Ms Rousheena sajmar and Dr Khushbu bashir
I’m overwhelmed",a week ago,the best hospital in dubai it keeps surprisingly me the customer care is unmatched a big thanks to ms rousheena sajmar and dr khushbu bashir i m overwhelmed,the best hospital in dubai it keeps surprisingly me the customer care is unmatched a big thanks to ms rousheena sajmar and dr khushbu bashir i m overwhelmed,the good hospital in dubai it keep surprisingly I the customer care be unmatched a big thank to ms rousheena sajmar and dr khushbu bashir I m overwhelmed,POSITIVE,0.9995099306106568,0,best hospital dubai keeps surprisingly customer care unmatched big thanks ms rousheena sajmar dr khushbu bashir m overwhelmed,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,"I recently visited for a Health Wellness Package, and I’m very impressed with the excellent service. The front desk staff — Gowri Janaki and Vanisha Miran — were extremely professional and helpful. They guided me through all the tests smoothly and performed everything efficiently, without any hesitation. Their assistance in managing all types of tests and appointments saved me a lot of valuable time.
Highly recommended for their outstanding support and professional attitude!",2 weeks ago,i recently visited for a health wellness package and i m very impressed with the excellent service the front desk staff gowri janaki and vanisha miran were extremely professional and helpful they guided me through all the tests smoothly and performed everything efficiently without any hesitation their assistance in managing all types of tests and appointments saved me a lot of valuable time highly recommended for their outstanding support and professional attitude,i recently visited for a health wellness package and i m very impressed with the excellent service the front desk staff gowri janaki and vanisha miran were extremely professional and helpful they guided me through all the tests smoothly and performed everything efficiently without any hesitation their assistance in managing all types of tests and appointments saved me a lot of valuable time highly recommended for their outstanding support and professional attitude,I recently visit for a health wellness package and I m very impressed with the excellent service the front desk staff gowri janaki and vanisha miran be extremely professional and helpful they guide I through all the test smoothly and perform everything efficiently without any hesitation their assistance in manage all type of test and appointment save I a lot of valuable time highly recommend for their outstanding support and professional attitude,POSITIVE,0.9998064637184144,0,recently visited health wellness package m impressed excellent service desk staff gowri janaki vanisha miran extremely professional helpful guided tests smoothly performed efficiently hesitation assistance managing types tests appointments saved lot valuable time highly recommended outstanding support professional attitude,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,Had overall a good experience with Dr Rajkumar team and special mention to Rhea at counter 3 for helping peacefully.If waiting time and que in billing counter if reduced it would have been a great experience.,2 weeks ago,had overall a good experience with dr rajkumar team and special mention to rhea at counter 3 for helping peacefully if waiting time and que in billing counter if reduced it would have been a great experience,had overall a good experience with dr rajkumar team and special mention to rhea at counter 3 for helping peacefully if waiting time and que in billing counter if reduced it would have been a great experience,have overall a good experience with dr rajkumar team and special mention to rhea at counter 3 for help peacefully if wait time and que in billing counter if reduce it would have be a great experience,POSITIVE,0.9941880702972412,0,overall good experience dr rajkumar team special mention rhea counter 3 helping peacefully waiting time que billing counter reduced great experience,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,2.0,"""Dear Aster Hospital Team,

I recently visited Aster Hospital and was generally pleased with the service. However, my experience with Dr. Jyoti was disappointing. I felt rushed during the consultation, and the doctor didn't perform a thorough examination. Instead, I was prescribed medication and tests without a detailed assessment.

I hope you can look into this and improve the quality of care.",2 weeks ago,dear aster hospital team i recently visited aster hospital and was generally pleased with the service however my experience with dr jyoti was disappointing i felt rushed during the consultation and the doctor didn t perform a thorough examination instead i was prescribed medication and tests without a detailed assessment i hope you can look into this and improve the quality of care,dear aster hospital team i recently visited aster hospital and was generally pleased with the service however my experience with dr jyoti was disappointing i felt rushed during the consultation and the doctor didn t perform a thorough examination instead i was prescribed medication and tests without a detailed assessment i hope you can look into this and improve the quality of care,dear aster hospital team I recently visit aster hospital and be generally pleased with the service however my experience with dr jyoti be disappointing I felt rush during the consultation and the doctor didn t perform a thorough examination instead I be prescribe medication and test without a detailed assessment I hope you can look into this and improve the quality of care,NEGATIVE,0.9389851689338684,0,dear aster hospital team recently visited aster hospital generally pleased service experience dr jyoti disappointing felt rushed consultation doctor didn t perform thorough examination instead prescribed medication tests detailed assessment hope look improve quality care,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,4.0,Doctors are good specially Dr.Maya Shreekumari she is well experienced and staff are very helpful just want to mention one thing that why we book pre appointment.. 2 times visited and waited for almost 2 hours to meet doctors,3 weeks ago,doctors are good specially dr maya shreekumari she is well experienced and staff are very helpful just want to mention one thing that why we book pre appointment 2 times visited and waited for almost 2 hours to meet doctors,doctors are good specially dr maya shreekumari she is well experienced and staff are very helpful just want to mention one thing that why we book pre appointment 2 times visited and waited for almost 2 hours to meet doctors,doctor be good specially dr maya shreekumari she be well experienced and staff be very helpful just want to mention one thing that why we book pre appointment 2 time visit and wait for almost 2 hour to meet doctor,POSITIVE,0.7025397419929504,0,doctors good specially dr maya shreekumari experienced staff helpful just want mention thing book pre appointment 2 times visited waited 2 hours meet doctors,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,All services are very speedy. I like the way to treat the patient's. Well coordinate the team in opd. Appreciation to Ms Cinol for assistance and Dr. Arif is the best medicine doctor,a month ago,all services are very speedy i like the way to treat the patient s well coordinate the team in opd appreciation to ms cinol for assistance and dr arif is the best medicine doctor,all services are very speedy i like the way to treat the patient s well coordinate the team in opd appreciation to ms cinol for assistance and dr arif is the best medicine doctor,all service be very speedy I like the way to treat the patient s well coordinate the team in opd appreciation to ms cinol for assistance and dr arif be the good medicine doctor,POSITIVE,0.997725546360016,0,services speedy like way treat patient s coordinate team opd appreciation ms cinol assistance dr arif best medicine doctor,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,1.0,"Worst hospital experience ever. I came to the emergency with severe gastritis and stomach pain at 3:30 PM and was kept waiting until past 12:00 AM. I asked more than 15–20 times if the report was ready, but was told to wait. During this entire time, I was not allowed to eat, despite my severe gastritis.

I finally got my CT scan done at 7:30 PM, waited another 4 hours for the report, and only then did the doctor see me, just to say “everything is normal,” even though I still have pain. I was told I could pay the bill and go home, meaning I was kept fasting for another 4 hours unnecessarily. The report advised a CE CT abdomen, which was presumably the reason for fasting, but they did not actually do the scan again, and I was never informed about this until I saw the report.

Meanwhile, I saw other patients being prioritized only after they shouted at staff. No support from the nurses, manager, or doctor, completely unprofessional and careless. I will never visit this hospital again",2 months ago,worst hospital experience ever i came to the emergency with severe gastritis and stomach pain at 3 30 pm and was kept waiting until past 12 00 am i asked more than 15 20 times if the report was ready but was told to wait during this entire time i was not allowed to eat despite my severe gastritis i finally got my ct scan done at 7 30 pm waited another 4 hours for the report and only then did the doctor see me just to say everything is normal even though i still have pain i was told i could pay the bill and go home meaning i was kept fasting for another 4 hours unnecessarily the report advised a ce ct abdomen which was presumably the reason for fasting but they did not actually do the scan again and i was never informed about this until i saw the report meanwhile i saw other patients being prioritized only after they shouted at staff no support from the nurses manager or doctor completely unprofessional and careless i will never visit this hospital again,worst hospital experience ever i came to the emergency with severe gastritis and stomach pain at 3 30 pm and was kept waiting until past 12 00 am i asked more than 15 20 times if the report was ready but was told to wait during this entire time i was not allowed to eat despite my severe gastritis i finally got my ct scan done at 7 30 pm waited another 4 hours for the report and only then did the doctor see me just to say everything is normal even though i still have pain i was told i could pay the bill and go home meaning i was kept fasting for another 4 hours unnecessarily the report advised a ce ct abdomen which was presumably the reason for fasting but they did not actually do the scan again and i was never informed about this until i saw the report meanwhile i saw other patients being prioritized only after they shouted at staff no support from the nurses manager or doctor completely unprofessional and careless i will never visit this hospital again,bad hospital experience ever I come to the emergency with severe gastritis and stomach pain at 3 30 pm and be keep wait until past 12 00 am I ask more than 15 20 time if the report be ready but be tell to wait during this entire time I be not allow to eat despite my severe gastritis I finally get my ct scan do at 7 30 pm wait another 4 hour for the report and only then do the doctor see I just to say everything be normal even though I still have pain I be tell I could pay the bill and go home meaning I be keep fast for another 4 hour unnecessarily the report advise a ce ct abdomen which be presumably the reason for fast but they do not actually do the scan again and I be never inform about this until I see the report meanwhile I see other patient be prioritize only after they shout at staff no support from the nurse manager or doctor completely unprofessional and careless I will never visit this hospital again,NEGATIVE,0.9961347579956056,1,worst hospital experience came emergency severe gastritis stomach pain 3 30 pm kept waiting past 12 00 asked 15 20 times report ready told wait entire time allowed eat despite severe gastritis finally got ct scan 7 30 pm waited 4 hours report did doctor just say normal pain told pay home meaning kept fasting 4 hours unnecessarily report advised ce ct abdomen presumably reason fasting did actually scan informed saw report saw patients prioritized shouted staff support nurses manager doctor completely unprofessional careless visit hospital,"[('hospital', 0.05072087345377944), ('emergency', 0.042106441120570895), ('doctor', 0.034489950219849005), ('patient', 0.033445128459491755), ('patients', 0.029735448074605056), ('radiology', 0.028941241660940455), ('pm', 0.02867771216938271), ('waiting', 0.02772796490732864), ('staff', 0.02741508863629023), ('room', 0.027118267947111415)]"
Aster_Hospital_Mankhool,5.0,Aster staff are very friendly and accommodating. Specially Mr Miko in gynecology reception. He help my friend to meet Dr khushbu.,a week ago,aster staff are very friendly and accommodating specially mr miko in gynecology reception he help my friend to meet dr khushbu,aster staff are very friendly and accommodating specially mr miko in gynecology reception he help my friend to meet dr khushbu,aster staff be very friendly and accommodate specially mr miko in gynecology reception he help my friend to meet dr khushbu,POSITIVE,0.9970561265945436,0,aster staff friendly accommodating specially mr miko gynecology reception help friend meet dr khushbu,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,1.0,"I want to share my experience at this hospital,it's really not bad but it's the worst ,i advise the doctors to learn more and go to the school again and for the price it's toooo much expencive,i came to him for check my pimpel it's shown on my chest ,they send me to the operation and directly tell that it need surgery directly ,when i heard that i didn't believe him so for that i went to another hospital and there the doctor just give me one injection and medicin and now i'm good.so please do not do anything just for money .",2 weeks ago,i want to share my experience at this hospital it s really not bad but it s the worst i advise the doctors to learn more and go to the school again and for the price it s toooo much expencive i came to him for check my pimpel it s shown on my chest they send me to the operation and directly tell that it need surgery directly when i heard that i didn t believe him so for that i went to another hospital and there the doctor just give me one injection and medicin and now i m good so please do not do anything just for money,i want to share my experience at this hospital it s really not bad but it s the worst i advise the doctors to learn more and go to the school again and for the price it s toooo much expencive i came to him for check my pimpel it s shown on my chest they send me to the operation and directly tell that it need surgery directly when i heard that i didn t believe him so for that i went to another hospital and there the doctor just give me one injection and medicin and now i m good so please do not do anything just for money,I want to share my experience at this hospital it s really not bad but it s the bad I advise the doctor to learn more and go to the school again and for the price it s toooo much expencive I come to he for check my pimpel it s show on my chest they send I to the operation and directly tell that it need surgery directly when I hear that I didn t believe he so for that I go to another hospital and there the doctor just give I one injection and medicin and now I m good so please do not do anything just for money,NEGATIVE,0.8184726238250732,1,want share experience hospital s really bad s worst advise doctors learn school price s toooo expencive came check pimpel s shown chest send operation directly tell need surgery directly heard didn t believe went hospital doctor just injection medicin m good just money,"[('hospital', 0.05072087345377944), ('emergency', 0.042106441120570895), ('doctor', 0.034489950219849005), ('patient', 0.033445128459491755), ('patients', 0.029735448074605056), ('radiology', 0.028941241660940455), ('pm', 0.02867771216938271), ('waiting', 0.02772796490732864), ('staff', 0.02741508863629023), ('room', 0.027118267947111415)]"
Aster_Hospital_Mankhool,5.0,"An absolute fantastic treatment. The entire nursing team attended to me with excellent care and attention during my stay, since Friday evening at the day surgery care ICU and ward. The Dr's and esp the entire Nursing team were very professional and caring.",Edited a month ago,an absolute fantastic treatment the entire nursing team attended to me with excellent care and attention during my stay since friday evening at the day surgery care icu and ward the dr s and esp the entire nursing team were very professional and caring,an absolute fantastic treatment the entire nursing team attended to me with excellent care and attention during my stay since friday evening at the day surgery care icu and ward the dr s and esp the entire nursing team were very professional and caring,an absolute fantastic treatment the entire nursing team attend to I with excellent care and attention during my stay since friday evening at the day surgery care icu and ward the dr s and esp the entire nursing team be very professional and caring,POSITIVE,0.9998090863227844,0,absolute fantastic treatment entire nursing team attended excellent care attention stay friday evening day surgery care icu ward dr s esp entire nursing team professional caring,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,1.0,So I have appointment with Dr RANJITH Narayan (orthopedic) at 3.40 pm today and I reached the reception at 3.42 but the doctor already left as it was his last appointment but he is supposed to to stay in his office till 4 pm but no he does not care. Then when I am complaining on their front desk the people there saying me to meet another doctor. If I want to meet another doctor why would I come to meet him. Very loose behavior toward the Job. These kind of employees damage the whole organization and damaging brand value of Aster group. Day by day the service level of the aster group going down..,a week ago,so i have appointment with dr ranjith narayan orthopedic at 3 40 pm today and i reached the reception at 3 42 but the doctor already left as it was his last appointment but he is supposed to to stay in his office till 4 pm but no he does not care then when i am complaining on their front desk the people there saying me to meet another doctor if i want to meet another doctor why would i come to meet him very loose behavior toward the job these kind of employees damage the whole organization and damaging brand value of aster group day by day the service level of the aster group going down,so i have appointment with dr ranjith narayan orthopedic at 3 40 pm today and i reached the reception at 3 42 but the doctor already left as it was his last appointment but he is supposed to to stay in his office till 4 pm but no he does not care then when i am complaining on their front desk the people there saying me to meet another doctor if i want to meet another doctor why would i come to meet him very loose behavior toward the job these kind of employees damage the whole organization and damaging brand value of aster group day by day the service level of the aster group going down,so I have appointment with dr ranjith narayan orthopedic at 3 40 pm today and I reach the reception at 3 42 but the doctor already leave as it be his last appointment but he be suppose to to stay in his office till 4 pm but no he do not care then when I be complain on their front desk the people there say I to meet another doctor if I want to meet another doctor why would I come to meet he very loose behavior toward the job these kind of employee damage the whole organization and damage brand value of aster group day by day the service level of the aster group go down,NEGATIVE,0.9991326928138732,1,appointment dr ranjith narayan orthopedic 3 40 pm today reached reception 3 42 doctor left appointment supposed stay office till 4 pm does care complaining desk people saying meet doctor want meet doctor come meet loose behavior job kind employees damage organization damaging brand value aster group day day service level aster group going,"[('hospital', 0.05072087345377944), ('emergency', 0.042106441120570895), ('doctor', 0.034489950219849005), ('patient', 0.033445128459491755), ('patients', 0.029735448074605056), ('radiology', 0.028941241660940455), ('pm', 0.02867771216938271), ('waiting', 0.02772796490732864), ('staff', 0.02741508863629023), ('room', 0.027118267947111415)]"
Aster_Hospital_Mankhool,5.0,"A very good hospital with best staffs.I would like to thank Dr Aysha salam for her best treatment for me .and also apart from that when I was admitted, the 5th floor nurses were very caring always be there on time whenever we need any help.especially I want to thank one nurse sister arum I dnt knw her full name .really she was so helpful for me for each n everything I need..even we had a very good experience at aster hospital.everything was so neat and well organized..a Big thanks to God and all the amazing team",2 weeks ago,a very good hospital with best staffs i would like to thank dr aysha salam for her best treatment for me and also apart from that when i was admitted the 5th floor nurses were very caring always be there on time whenever we need any help especially i want to thank one nurse sister arum i dnt knw her full name really she was so helpful for me for each n everything i need even we had a very good experience at aster hospital everything was so neat and well organized a big thanks to god and all the amazing team,a very good hospital with best staffs i would like to thank dr aysha salam for her best treatment for me and also apart from that when i was admitted the 5th floor nurses were very caring always be there on time whenever we need any help especially i want to thank one nurse sister arum i dnt knw her full name really she was so helpful for me for each n everything i need even we had a very good experience at aster hospital everything was so neat and well organized a big thanks to god and all the amazing team,a very good hospital with good staff I would like to thank dr aysha salam for her good treatment for I and also apart from that when I be admit the 5th floor nurse be very caring always be there on time whenever we need any help especially I want to thank one nurse sister arum I dnt knw her full name really she be so helpful for I for each n everything I need even we have a very good experience at aster hospital everything be so neat and well organize a big thank to god and all the amazing team,POSITIVE,0.9995723366737366,0,good hospital best staffs like thank dr aysha salam best treatment apart admitted 5th floor nurses caring time need help especially want thank nurse sister arum dnt knw really helpful n need good experience aster hospital neat organized big thanks god amazing team,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,"The experience at Aster Mankhool was exceptional, with the staff, particularly Rhea at reception, providing invaluable assistance throughout the process. I highly recommend seeking out this level of support.",2 weeks ago,the experience at aster mankhool was exceptional with the staff particularly rhea at reception providing invaluable assistance throughout the process i highly recommend seeking out this level of support,the experience at aster mankhool was exceptional with the staff particularly rhea at reception providing invaluable assistance throughout the process i highly recommend seeking out this level of support,the experience at aster mankhool be exceptional with the staff particularly rhea at reception provide invaluable assistance throughout the process I highly recommend seek out this level of support,POSITIVE,0.9990116357803344,0,experience aster mankhool exceptional staff particularly rhea reception providing invaluable assistance process highly recommend seeking level support,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,"Excellent experience at Aster Hospital – Mankhool.
I visited the Asteroid Clinic yesterday during an emergency, and Dr. Asma was incredibly supportive and attentive throughout the entire process. She made me feel safe and well cared for during a stressful moment. The staff was efficient, professional, and kind.
Great service — highly recommended.",3 weeks ago,excellent experience at aster hospital mankhool i visited the asteroid clinic yesterday during an emergency and dr asma was incredibly supportive and attentive throughout the entire process she made me feel safe and well cared for during a stressful moment the staff was efficient professional and kind great service highly recommended,excellent experience at aster hospital mankhool i visited the asteroid clinic yesterday during an emergency and dr asma was incredibly supportive and attentive throughout the entire process she made me feel safe and well cared for during a stressful moment the staff was efficient professional and kind great service highly recommended,excellent experience at aster hospital mankhool I visit the asteroid clinic yesterday during an emergency and dr asma be incredibly supportive and attentive throughout the entire process she make I feel safe and well care for during a stressful moment the staff be efficient professional and kind great service highly recommend,POSITIVE,0.9997430443763732,0,excellent experience aster hospital mankhool visited asteroid clinic yesterday emergency dr asma incredibly supportive attentive entire process feel safe cared stressful moment staff efficient professional kind great service highly recommended,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
Aster_Hospital_Mankhool,5.0,I’ve done my executive annual check-up here in Aster Mankhool. It’s a very good and smooth experience. Special thanks to Mr. Ridouan for the support and guidance during the check-up.,9 months ago,i ve done my executive annual check up here in aster mankhool it s a very good and smooth experience special thanks to mr ridouan for the support and guidance during the check up,i ve done my executive annual check up here in aster mankhool it s a very good and smooth experience special thanks to mr ridouan for the support and guidance during the check up,I ve do my executive annual check up here in aster mankhool it s a very good and smooth experience special thank to mr ridouan for the support and guidance during the check up,POSITIVE,0.9998431205749512,0,ve executive annual check aster mankhool s good smooth experience special thanks mr ridouan support guidance check,"[('care', 0.05505079875044042), ('hospital', 0.05076224447617241), ('dr', 0.05017854564989052), ('team', 0.040196714300278706), ('thank', 0.03904220541026396), ('experience', 0.03209113192862006), ('staff', 0.03063735116829256), ('nurses', 0.03043289101168985), ('truly', 0.02991315532640355), ('aster', 0.029510682193153802)]"
